subject,predicate,object,root,synonyms
crystal screen,using,commercial screen,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
commercial crystal screen,has been,actual commercial screen,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
commercial crystal screen,reproduced,actual commercial screen,reproduce,"{'multiply', 'reproduce', 'regurgitate', 'procreate'}"
commercial crystal screen,shows,actual commercial screen,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
commercial crystal screen,are,actual commercial screen,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
commercial crystal screen,using,actual commercial screen,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
crystal packing,is stabilized,C mdash,stabilize,"{'brace', 'steady', 'stabilise', 'stabilize'}"
title crystal,are linked,C mdash,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
title crystal structure,are linked,C mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
oxime group,has,E configuration,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
piperazine ring,adopts,chair conformation,adopt,"{'embrace', 'dramatise', 'borrow', 'assume', 'adopt', 'acquire', 'take', 'dramatize', 'follow', 'espouse'}"
F atoms of the trifluoromethyl groups,are disordered,major and minor occupancy,disorder,"{'disarray', 'cark', 'perturb', 'distract', 'disorder', 'disquiet', 'trouble', 'unhinge'}"
hydrogen bonds,help,crystal structure,help,"{'help', 'serve', 'facilitate', 'assist', 'avail', 'aid'}"
hydrogen bonds,stabilize,crystal structure,stabilize,"{'brace', 'steady', 'stabilise', 'stabilize'}"
crystal structure,is,C mdash,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Such automorphisms,be associated,crystallographic symmetry,associate,"{'consort', 'colligate', 'affiliate', 'relate', 'connect', 'consociate', 'assort', 'associate', 'link'}"
stable nets,are,crystallographic nets,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
labelled quotient graphs,are characterized,label vectors over edges between cells,characterize,"{'qualify', 'characterise', 'characterize'}"
classification of NC nets,is proposed,relationship to the crystallographic net,propose,"{'suggest', 'nominate', 'propose', 'advise', 'purport', 'purpose', 'project', 'aim'}"
title compound,exists,discrete molecules,exist,"{'exist', 'survive', 'be', 'subsist', 'live'}"
title compound,is,discrete molecules,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
RhIII atom,is,S atoms,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
ZnII atom,is bonded,octahedral arrangement,bond,"{'adhere', 'bond', 'tie', 'stick', 'attach', 'bind'}"
molecule of the title complex,is bonded,distorted octahedral arrangement,bond,"{'adhere', 'bond', 'tie', 'stick', 'attach', 'bind'}"
rotation axis,passes,Zn atom,pass,"{'go', 'overtake', 'lead', 'clear', 'legislate', 'surpass', 'extend', 'hap', 'overhaul', 'occur', 'elapse', 'pass', 'happen', 'lapse', 'reach', 'run', 'hand'}"
title compound,crystallizes,diimino group,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
relative configuration,was,title compound,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
relative configuration,determined,title compound,determine,"{'decide', 'settle', 'mold', 'ascertain', 'shape', 'find', 'see', 'fix', 'specify', 'influence', 'limit', 'regulate', 'learn', 'watch', 'set', 'determine'}"
title compound,was,synthetic study,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
mononuclear complex,is located,rotation axis,locate,"{'place', 'settle', 'site', 'situate', 'locate'}"
title mononuclear complex,is located,twofold rotation axis,locate,"{'place', 'settle', 'site', 'situate', 'locate'}"
pi  ndash  ,stacking,pyridine rings,stack,"{'stack', 'heap', 'pile'}"
pyrazolidinone rings,are,double bond,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
pyrazolidinone rings,are linked,double bond,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
phenyl ring,is,mean plane,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title compound,consists,complex cation,consist,"{'lie', 'consist', 'dwell', 'comprise', 'belong'}"
tetrahedral geometry,is coordinated,O atoms,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
distorted tetrahedral geometry,is coordinated,three O atoms and one N atom,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
serine residue,takes,role of a nucleophile,take,"{'need', 'involve', 'adopt', 'convey', 'require', 'occupy', 'read', 'guide', 'assume', 'postulate', 'acquire', 'take', 'ask', 'direct', 'lead', 'demand', 'conduct', 'bring', 'necessitate'}"
active site,does,deprotonated form,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
active site,contain,deprotonated form,contain,"{'control', 'hold', 'contain', 'incorporate', 'check', 'stop', 'bear', 'arrest', 'curb', 'moderate', 'comprise', 'carry'}"
active site,appears,deprotonated form,appear,"{'appear', 'look', 'seem'}"
active site,be,deprotonated form,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
mutant enzyme,suggests,noncovalent catalysis,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
mutant enzyme,assume,noncovalent catalysis,assume,"{'arrogate', 'feign', 'adopt', 'assume', 'acquire', 'take', 'don', 'bear', 'sham', 'presume', 'usurp', 'simulate', 'seize', 'accept', 'wear'}"
mutant enzyme,carry,noncovalent catalysis,carry,"{'carry', 'hold', 'pack', 'contain', 'transport', 'convey', 'conduct', 'bear', 'express', 'channel', 'transmit'}"
alkaline phosphatase,suggesting,chemical principles,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
activity in the mutant enzyme,is,nucleophilic serine in alkaline phosphatase,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
nucleophilic serine in alkaline phosphatase,suggesting,common chemical principles,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
drop in activity in the mutant enzyme,is,analogous mutation of the nucleophilic serine in alkaline phosphatase,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
analogous mutation of the nucleophilic serine in alkaline phosphatase,suggesting,utilization of nucleophilic serine in the active site of different enzymes,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
incorporation of uracil,providing,thymine synthesis,provide,"{'supply', 'allow', 'furnish', 'leave', 'cater', 'ply', 'render', 'provide'}"
native enzyme,has been,emsp14  Aring  resolution,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
native enzyme,refined,emsp14  Aring  resolution,refine,"{'polish', 'down', 'complicate', 'elaborate', 'fine-tune', 'rarify', 'rectify', 'refine'}"
title complex,has,centre of symmetry,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
YbIII atom,has,antiprismatic geometry,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
nicotinate residue,is inclined,nitrophenoxy group,incline,"{'lean', 'incline', 'pitch', 'tend', 'slope', 'dispose'}"
benzene ring of the nicotinate residue,is inclined,benzene ring of the nitrophenoxy group,incline,"{'lean', 'incline', 'pitch', 'tend', 'slope', 'dispose'}"
pi  interactions,contribute,crystal packing,contribute,"{'impart', 'contribute', 'lead', 'bring', 'conduce', 'lend', 'add', 'bestow'}"
title compound,has,mononuclear structure,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
AgI ion,is,N atoms,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
water molecule,is,tetrahedral configuration,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Br atoms,makes,cavitand host,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
inclusion of Br atoms,makes,cavitand host molecules,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
pentyl groups,are,occupancy factors,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Two pentyl groups,are,site occupancy factors,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Zn atom,is coordinated,octahedral manner,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
acetate monohydrate,was,Turkish plant,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
acetate monohydrate,extracted,Turkish plant,extract,"{'elicit', 'distil', 'extract', 'excerpt', 'express', 'educe', 'distill', 'evoke'}"
fused rings,have,envelope conformations,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
H atoms,are,glycosidic linkage,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
H atoms,is,glycosidic linkage,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
glycosidic linkage,is,axial position,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
ring junction H atoms,are,beta  axial position,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
ring junction H atoms,is,beta  axial position,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
water molecules,is,twofold axis,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title compound,is,view of catalysis,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
view of catalysis,crystallizes,independent molecules,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
asymmetric unit,is,unit cell,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
point of view of catalysis,is,complete unit cell,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
point of view of catalysis,crystallizes,complete unit cell,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
Individual molecules,are interlinked,mdash H,interlink,"{'interlink', 'complect', 'interconnect'}"
Crystal symmetry,generates,racemic mixture,generate,"{'generate', 'beget', 'mother', 'father', 'sire', 'yield', 'engender', 'render'}"
title compound,are linked,C mdash,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
Molecules of the title compound,are linked,C mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
crystal packing,is consolidated,mdash H,consolidate,{'consolidate'}
title compound,is,largest deviation,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
mean plane,being,N atom,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
molecule of the title compound,is,largest deviation from the mean plane,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title compound,forms,dihedral angle,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
amide group of the title compound,forms,plane of the benzene ring,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
title compound,has,independent molecules,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
racemic title compound,has,two independent molecules of ornidazole,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
crystal structure,is formed,hydrogen bonds,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
title compound,crystallizes,asymmetric unit,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
crystal packing,is stabilized,mdash H,stabilize,"{'brace', 'steady', 'stabilise', 'stabilize'}"
centrosymmetric dimers,are formed,crystal structure,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
antiulcer agent sofalcone,are formed,C mdash H,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
synthesis of the antiulcer agent sofalcone,are formed,strong C mdash H,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
N bond,lying,inversion center,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
nearly planar molecule,is,N mdash N bond,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
space groups,are used,equivariant types,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
space groups,find,equivariant types,find,"{'see', 'ascertain', 'chance', 'feel', 'find', 'bump', 'detect', 'encounter', 'notice', 'observe', 'happen', 'regain', 'discover', 'witness', 'determine'}"
crystallographic space groups,are used,exactly 88 equivariant types,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
crystallographic space groups,find,exactly 88 equivariant types,find,"{'see', 'ascertain', 'chance', 'feel', 'find', 'bump', 'detect', 'encounter', 'notice', 'observe', 'happen', 'regain', 'discover', 'witness', 'determine'}"
benzene rings,are oriented,dihedral angle,orient,"{'orient', 'orientate', 'point'}"
Co atom,lies,inversion centre,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
octahedral environment,is,O atoms,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
hydrogen bonds,links,cations and anions,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
