subject,predicate,pred freq,object,root,root freq,synonyms
DNA binding of mycobacterial SSBs,is,708,difference in the shape of the tetramers,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mode of DNA binding of mycobacterial SSBs,is,708,account of the difference in the shape of the tetramers,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
difference between the two modes,is,708,ionic interactions,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ionic interactions,is,708,salt concentration,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Protein crystallization,consists,35,initial screen,consist,41,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
crystallization cocktails,requires,4,new cocktails,require,12,"{'postulate', 'compel', 'require', 'expect', 'demand', 'necessitate', 'command', 'involve', 'ask', 'need', 'want', 'take'}"
Asynchronous crystallization robots,create,5,crystallization cocktails from stock solutions,create,8,"{'produce', 'make', 'create'}"
optimization screens,rely,1,manual optimization,rely,2,"{'trust', 'bank', 'rely', 'swear'}"
software and dataflow,saves,1,cost and space,save,1,"{'economise', 'economize', 'preserve', 'spare', 'salvage', 'salve', 'deliver', 'redeem', 'relieve', 'save'}"
crystal screen,has been,89,commercial screen,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystal screen,reproduced,2,commercial screen,reproduce,4,"{'multiply', 'procreate', 'regurgitate', 'reproduce'}"
crystal screen,shows,34,commercial screen,show,94,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
crystal screen,are,282,commercial screen,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystal screen,using,106,commercial screen,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
commercial crystal screen,has been,89,actual commercial screen,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
commercial crystal screen,reproduced,2,actual commercial screen,reproduce,4,"{'multiply', 'procreate', 'regurgitate', 'reproduce'}"
commercial crystal screen,shows,34,actual commercial screen,show,94,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
commercial crystal screen,are,282,actual commercial screen,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
commercial crystal screen,using,106,actual commercial screen,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
crystal packing,is stabilized,27,C mdash,stabilize,46,"{'brace', 'stabilise', 'steady', 'stabilize'}"
title crystal,are linked,42,C mdash,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
title crystal structure,are linked,42,C mdash H,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
oxime group,has,89,E configuration,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
piperazine ring,adopts,28,chair conformation,adopt,37,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
F atoms of the trifluoromethyl groups,are disordered,4,major and minor occupancy,disorder,16,"{'cark', 'perturb', 'trouble', 'disquiet', 'distract', 'unhinge', 'disorder', 'disarray'}"
hydrogen bonds,help,6,crystal structure,help,9,"{'avail', 'facilitate', 'help', 'serve', 'aid', 'assist'}"
hydrogen bonds,stabilize,9,crystal structure,stabilize,46,"{'brace', 'stabilise', 'steady', 'stabilize'}"
crystal structure,is,708,C mdash,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Such automorphisms,be associated,1,crystallographic symmetry,associate,2,"{'consociate', 'affiliate', 'associate', 'link', 'relate', 'connect', 'consort', 'colligate', 'assort'}"
stable nets,are,282,crystallographic nets,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
labelled quotient graphs,are characterized,1,label vectors over edges between cells,characterize,12,"{'qualify', 'characterize', 'characterise'}"
classification of NC nets,is proposed,7,relationship to the crystallographic net,propose,10,"{'suggest', 'purpose', 'nominate', 'propose', 'purport', 'project', 'aim', 'advise'}"
title compound,exists,10,discrete molecules,exist,11,"{'be', 'survive', 'live', 'subsist', 'exist'}"
title compound,is,708,discrete molecules,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
RhIII atom,is,708,S atoms,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ZnII atom,is bonded,8,octahedral arrangement,bond,13,"{'tie', 'bond', 'attach', 'bind', 'stick', 'adhere'}"
molecule of the title complex,is bonded,8,distorted octahedral arrangement,bond,13,"{'tie', 'bond', 'attach', 'bind', 'stick', 'adhere'}"
rotation axis,passes,1,Zn atom,pass,1,"{'hap', 'extend', 'occur', 'overtake', 'elapse', 'lead', 'pass', 'go', 'clear', 'run', 'lapse', 'legislate', 'reach', 'hand', 'happen', 'surpass', 'overhaul'}"
title compound,crystallizes,19,diimino group,crystallize,26,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
relative configuration,was,146,title compound,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
relative configuration,determined,33,title compound,determine,62,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
title compound,was,146,synthetic study,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mononuclear complex,is located,10,rotation axis,locate,24,"{'site', 'situate', 'place', 'settle', 'locate'}"
title mononuclear complex,is located,10,twofold rotation axis,locate,24,"{'site', 'situate', 'place', 'settle', 'locate'}"
pi  ndash  ,stacking,7,pyridine rings,stack,10,"{'pile', 'heap', 'stack'}"
pyrazolidinone rings,are,282,double bond,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
pyrazolidinone rings,are linked,42,double bond,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
phenyl ring,is,708,mean plane,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,consists,35,complex cation,consist,41,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
tetrahedral geometry,is coordinated,44,O atoms,coordinate,60,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
distorted tetrahedral geometry,is coordinated,44,three O atoms and one N atom,coordinate,60,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
serine residue,takes,5,role of a nucleophile,take,21,"{'convey', 'bring', 'guide', 'read', 'assume', 'demand', 'adopt', 'conduct', 'direct', 'occupy', 'lead', 'involve', 'postulate', 'take', 'require', 'necessitate', 'ask', 'need', 'acquire'}"
active site,does,19,deprotonated form,do,30,"{'make', 'fare', 'answer', 'exercise', 'do', 'perform', 'suffice', 'execute', 'behave', 'act', 'practise', 'cause', 'practice'}"
active site,contain,8,deprotonated form,contain,69,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
active site,appears,5,deprotonated form,appear,11,"{'seem', 'appear', 'look'}"
active site,be,101,deprotonated form,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mutant enzyme,suggests,13,noncovalent catalysis,suggest,35,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
mutant enzyme,assume,2,noncovalent catalysis,assume,8,"{'don', 'assume', 'usurp', 'adopt', 'feign', 'sham', 'presume', 'accept', 'simulate', 'bear', 'seize', 'acquire', 'wear', 'arrogate', 'take'}"
mutant enzyme,carry,2,noncovalent catalysis,carry,11,"{'conduct', 'convey', 'transmit', 'channel', 'bear', 'transport', 'carry', 'pack', 'hold', 'express', 'contain'}"
alkaline phosphatase,suggesting,9,chemical principles,suggest,35,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
activity in the mutant enzyme,is,708,nucleophilic serine in alkaline phosphatase,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
nucleophilic serine in alkaline phosphatase,suggesting,9,common chemical principles,suggest,35,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
drop in activity in the mutant enzyme,is,708,analogous mutation of the nucleophilic serine in alkaline phosphatase,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
analogous mutation of the nucleophilic serine in alkaline phosphatase,suggesting,9,utilization of nucleophilic serine in the active site of different enzymes,suggest,35,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
incorporation of uracil,providing,2,thymine synthesis,provide,41,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
native enzyme,has been,89,emsp14  Aring  resolution,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
native enzyme,refined,8,emsp14  Aring  resolution,refine,12,"{'elaborate', 'fine-tune', 'complicate', 'down', 'rectify', 'rarify', 'polish', 'refine'}"
title complex,has,89,centre of symmetry,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
YbIII atom,has,89,antiprismatic geometry,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
nicotinate residue,is inclined,3,nitrophenoxy group,incline,6,"{'lean', 'slope', 'incline', 'dispose', 'pitch', 'tend'}"
benzene ring of the nicotinate residue,is inclined,3,benzene ring of the nitrophenoxy group,incline,6,"{'lean', 'slope', 'incline', 'dispose', 'pitch', 'tend'}"
pi  interactions,contribute,3,crystal packing,contribute,5,"{'lead', 'add', 'bestow', 'bring', 'conduce', 'lend', 'contribute', 'impart'}"
title compound,has,89,mononuclear structure,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
AgI ion,is,708,N atoms,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
water molecule,is,708,tetrahedral configuration,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Br atoms,makes,20,cavitand host,make,58,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
inclusion of Br atoms,makes,20,cavitand host molecules,make,58,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
pentyl groups,are,282,occupancy factors,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Two pentyl groups,are,282,site occupancy factors,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Zn atom,is coordinated,44,octahedral manner,coordinate,60,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
acetate monohydrate,was,146,Turkish plant,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
acetate monohydrate,extracted,4,Turkish plant,extract,12,"{'elicit', 'evoke', 'extract', 'distill', 'distil', 'educe', 'excerpt', 'express'}"
fused rings,have,53,envelope conformations,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
H atoms,are,282,glycosidic linkage,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
H atoms,is,708,glycosidic linkage,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
glycosidic linkage,is,708,axial position,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ring junction H atoms,are,282,beta  axial position,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ring junction H atoms,is,708,beta  axial position,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
water molecules,is,708,twofold axis,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,is,708,view of catalysis,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
view of catalysis,crystallizes,19,independent molecules,crystallize,26,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
asymmetric unit,is,708,unit cell,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
point of view of catalysis,is,708,complete unit cell,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
point of view of catalysis,crystallizes,19,complete unit cell,crystallize,26,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
Individual molecules,are interlinked,1,mdash H,interlink,3,"{'interlink', 'complect', 'interconnect'}"
Crystal symmetry,generates,5,racemic mixture,generate,29,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
title compound,are linked,42,C mdash,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
Molecules of the title compound,are linked,42,C mdash H,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
crystal packing,is consolidated,3,mdash H,consolidate,8,{'consolidate'}
title compound,is,708,largest deviation,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mean plane,being,15,N atom,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecule of the title compound,is,708,largest deviation from the mean plane,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,forms,17,dihedral angle,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
amide group of the title compound,forms,17,plane of the benzene ring,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
title compound,has,89,independent molecules,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
racemic title compound,has,89,two independent molecules of ornidazole,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
crystal structure,is formed,5,hydrogen bonds,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
title compound,crystallizes,19,asymmetric unit,crystallize,26,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
crystal packing,is stabilized,27,mdash H,stabilize,46,"{'brace', 'stabilise', 'steady', 'stabilize'}"
