subject,predicate,object,root,synonyms
crystal screen,using,commercial screen,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
commercial crystal screen,has been,actual commercial screen,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
commercial crystal screen,reproduced,actual commercial screen,reproduce,"{'multiply', 'procreate', 'regurgitate', 'reproduce'}"
commercial crystal screen,shows,actual commercial screen,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
commercial crystal screen,are,actual commercial screen,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
commercial crystal screen,using,actual commercial screen,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
crystal packing,is stabilized,C mdash,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
title crystal,are linked,C mdash,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
title crystal structure,are linked,C mdash H,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
oxime group,has,E configuration,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
piperazine ring,adopts,chair conformation,adopt,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
F atoms of the trifluoromethyl groups,are disordered,major and minor occupancy,disorder,"{'cark', 'perturb', 'trouble', 'disquiet', 'distract', 'unhinge', 'disorder', 'disarray'}"
hydrogen bonds,help,crystal structure,help,"{'avail', 'facilitate', 'help', 'serve', 'aid', 'assist'}"
hydrogen bonds,stabilize,crystal structure,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
crystal structure,is,C mdash,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Such automorphisms,be associated,crystallographic symmetry,associate,"{'consociate', 'affiliate', 'associate', 'link', 'relate', 'connect', 'consort', 'colligate', 'assort'}"
stable nets,are,crystallographic nets,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
labelled quotient graphs,are characterized,label vectors over edges between cells,characterize,"{'qualify', 'characterize', 'characterise'}"
classification of NC nets,is proposed,relationship to the crystallographic net,propose,"{'suggest', 'purpose', 'nominate', 'propose', 'purport', 'project', 'aim', 'advise'}"
title compound,exists,discrete molecules,exist,"{'be', 'survive', 'live', 'subsist', 'exist'}"
title compound,is,discrete molecules,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
RhIII atom,is,S atoms,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ZnII atom,is bonded,octahedral arrangement,bond,"{'tie', 'bond', 'attach', 'bind', 'stick', 'adhere'}"
molecule of the title complex,is bonded,distorted octahedral arrangement,bond,"{'tie', 'bond', 'attach', 'bind', 'stick', 'adhere'}"
rotation axis,passes,Zn atom,pass,"{'hap', 'extend', 'occur', 'overtake', 'elapse', 'lead', 'pass', 'go', 'clear', 'run', 'lapse', 'legislate', 'reach', 'hand', 'happen', 'surpass', 'overhaul'}"
title compound,crystallizes,diimino group,crystallize,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
relative configuration,was,title compound,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
relative configuration,determined,title compound,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
title compound,was,synthetic study,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mononuclear complex,is located,rotation axis,locate,"{'site', 'situate', 'place', 'settle', 'locate'}"
title mononuclear complex,is located,twofold rotation axis,locate,"{'site', 'situate', 'place', 'settle', 'locate'}"
pi  ndash  ,stacking,pyridine rings,stack,"{'pile', 'heap', 'stack'}"
pyrazolidinone rings,are,double bond,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
pyrazolidinone rings,are linked,double bond,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
phenyl ring,is,mean plane,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,consists,complex cation,consist,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
tetrahedral geometry,is coordinated,O atoms,coordinate,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
distorted tetrahedral geometry,is coordinated,three O atoms and one N atom,coordinate,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
serine residue,takes,role of a nucleophile,take,"{'convey', 'bring', 'guide', 'read', 'assume', 'demand', 'adopt', 'conduct', 'direct', 'occupy', 'lead', 'involve', 'postulate', 'take', 'require', 'necessitate', 'ask', 'need', 'acquire'}"
active site,does,deprotonated form,do,"{'make', 'fare', 'answer', 'exercise', 'do', 'perform', 'suffice', 'execute', 'behave', 'act', 'practise', 'cause', 'practice'}"
active site,contain,deprotonated form,contain,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
active site,appears,deprotonated form,appear,"{'seem', 'appear', 'look'}"
active site,be,deprotonated form,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mutant enzyme,suggests,noncovalent catalysis,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
mutant enzyme,assume,noncovalent catalysis,assume,"{'don', 'assume', 'usurp', 'adopt', 'feign', 'sham', 'presume', 'accept', 'simulate', 'bear', 'seize', 'acquire', 'wear', 'arrogate', 'take'}"
mutant enzyme,carry,noncovalent catalysis,carry,"{'conduct', 'convey', 'transmit', 'channel', 'bear', 'transport', 'carry', 'pack', 'hold', 'express', 'contain'}"
alkaline phosphatase,suggesting,chemical principles,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
activity in the mutant enzyme,is,nucleophilic serine in alkaline phosphatase,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
nucleophilic serine in alkaline phosphatase,suggesting,common chemical principles,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
drop in activity in the mutant enzyme,is,analogous mutation of the nucleophilic serine in alkaline phosphatase,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
analogous mutation of the nucleophilic serine in alkaline phosphatase,suggesting,utilization of nucleophilic serine in the active site of different enzymes,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
incorporation of uracil,providing,thymine synthesis,provide,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
native enzyme,has been,emsp14  Aring  resolution,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
native enzyme,refined,emsp14  Aring  resolution,refine,"{'elaborate', 'fine-tune', 'complicate', 'down', 'rectify', 'rarify', 'polish', 'refine'}"
title complex,has,centre of symmetry,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
YbIII atom,has,antiprismatic geometry,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
nicotinate residue,is inclined,nitrophenoxy group,incline,"{'lean', 'slope', 'incline', 'dispose', 'pitch', 'tend'}"
benzene ring of the nicotinate residue,is inclined,benzene ring of the nitrophenoxy group,incline,"{'lean', 'slope', 'incline', 'dispose', 'pitch', 'tend'}"
pi  interactions,contribute,crystal packing,contribute,"{'lead', 'add', 'bestow', 'bring', 'conduce', 'lend', 'contribute', 'impart'}"
title compound,has,mononuclear structure,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
AgI ion,is,N atoms,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
water molecule,is,tetrahedral configuration,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Br atoms,makes,cavitand host,make,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
inclusion of Br atoms,makes,cavitand host molecules,make,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
pentyl groups,are,occupancy factors,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Two pentyl groups,are,site occupancy factors,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Zn atom,is coordinated,octahedral manner,coordinate,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
acetate monohydrate,was,Turkish plant,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
acetate monohydrate,extracted,Turkish plant,extract,"{'elicit', 'evoke', 'extract', 'distill', 'distil', 'educe', 'excerpt', 'express'}"
fused rings,have,envelope conformations,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
H atoms,are,glycosidic linkage,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
H atoms,is,glycosidic linkage,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
glycosidic linkage,is,axial position,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ring junction H atoms,are,beta  axial position,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ring junction H atoms,is,beta  axial position,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
water molecules,is,twofold axis,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,is,view of catalysis,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
view of catalysis,crystallizes,independent molecules,crystallize,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
asymmetric unit,is,unit cell,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
point of view of catalysis,is,complete unit cell,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
point of view of catalysis,crystallizes,complete unit cell,crystallize,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
Individual molecules,are interlinked,mdash H,interlink,"{'interlink', 'complect', 'interconnect'}"
Crystal symmetry,generates,racemic mixture,generate,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
title compound,are linked,C mdash,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
Molecules of the title compound,are linked,C mdash H,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
crystal packing,is consolidated,mdash H,consolidate,{'consolidate'}
title compound,is,largest deviation,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mean plane,being,N atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecule of the title compound,is,largest deviation from the mean plane,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,forms,dihedral angle,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
amide group of the title compound,forms,plane of the benzene ring,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
title compound,has,independent molecules,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
racemic title compound,has,two independent molecules of ornidazole,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
crystal structure,is formed,hydrogen bonds,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
title compound,crystallizes,asymmetric unit,crystallize,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
crystal packing,is stabilized,mdash H,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
centrosymmetric dimers,are formed,crystal structure,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
antiulcer agent sofalcone,are formed,C mdash H,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
synthesis of the antiulcer agent sofalcone,are formed,strong C mdash H,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
N bond,lying,inversion center,lie,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
nearly planar molecule,is,N mdash N bond,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
space groups,are used,equivariant types,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
space groups,find,equivariant types,find,"{'witness', 'ascertain', 'observe', 'regain', 'bump', 'see', 'detect', 'determine', 'chance', 'feel', 'notice', 'encounter', 'happen', 'discover', 'find'}"
crystallographic space groups,are used,exactly 88 equivariant types,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
crystallographic space groups,find,exactly 88 equivariant types,find,"{'witness', 'ascertain', 'observe', 'regain', 'bump', 'see', 'detect', 'determine', 'chance', 'feel', 'notice', 'encounter', 'happen', 'discover', 'find'}"
benzene rings,are oriented,dihedral angle,orient,"{'orient', 'point', 'orientate'}"
Co atom,lies,inversion centre,lie,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
octahedral environment,is,O atoms,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
hydrogen bonds,links,cations and anions,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
